day,time,tidal_range
27-Jul-19,0:59:59,-0.0803
27-Jul-19,1:59:59,-0.1819
27-Jul-19,2:59:59,-0.2434
27-Jul-19,3:59:59,-0.2532
27-Jul-19,4:59:59,-0.2098
27-Jul-19,5:59:59,-0.1217
27-Jul-19,6:59:59,-0.0074
27-Jul-19,7:59:59,0.1065
27-Jul-19,8:59:59,0.1909
27-Jul-19,9:59:59,0.2227
27-Jul-19,10:59:59,0.1935
27-Jul-19,11:59:59,0.1127
27-Jul-19,12:59:59,0.004
27-Jul-19,13:59:59,-0.1031
27-Jul-19,14:59:59,-0.1818
27-Jul-19,15:59:59,-0.2136
27-Jul-19,16:59:59,-0.1905
27-Jul-19,17:59:59,-0.1156
27-Jul-19,18:59:59,-0.0034
27-Jul-19,19:59:59,0.1205
27-Jul-19,20:59:59,0.2244
27-Jul-19,21:59:59,0.2781
27-Jul-19,22:59:59,0.2641
27-Jul-19,23:59:59,0.1835
28-Jul-19,0:59:59,0.0562
28-Jul-19,1:59:59,-0.0864
28-Jul-19,2:59:59,-0.2106
28-Jul-19,3:59:59,-0.2892
28-Jul-19,4:59:59,-0.3051
28-Jul-19,5:59:59,-0.2541
28-Jul-19,6:59:59,-0.1456
28-Jul-19,7:59:59,-0.0028
28-Jul-19,8:59:59,0.1403
28-Jul-19,9:59:59,0.2466
28-Jul-19,10:59:59,0.2876
28-Jul-19,11:59:59,0.2525
28-Jul-19,12:59:59,0.1524
28-Jul-19,13:59:59,0.0156
28-Jul-19,14:59:59,-0.1218
28-Jul-19,15:59:59,-0.2257
28-Jul-19,16:59:59,-0.2714
28-Jul-19,17:59:59,-0.247
28-Jul-19,18:59:59,-0.1559
28-Jul-19,19:59:59,-0.0171
28-Jul-19,20:59:59,0.1363
28-Jul-19,21:59:59,0.2637
28-Jul-19,22:59:59,0.3285
28-Jul-19,23:59:59,0.3102
29-Jul-19,0:59:59,0.2113
29-Jul-19,1:59:59,0.0565
29-Jul-19,2:59:59,-0.1153
29-Jul-19,3:59:59,-0.263
29-Jul-19,4:59:59,-0.3526
29-Jul-19,5:59:59,-0.3631
29-Jul-19,6:59:59,-0.2905
29-Jul-19,7:59:59,-0.1489
29-Jul-19,8:59:59,0.0301
29-Jul-19,9:59:59,0.2029
29-Jul-19,10:59:59,0.3246
29-Jul-19,11:59:59,0.3624
29-Jul-19,12:59:59,0.3067
29-Jul-19,13:59:59,0.1738
29-Jul-19,14:59:59,0.0001
29-Jul-19,15:59:59,-0.1695
29-Jul-19,16:59:59,-0.2932
29-Jul-19,17:59:59,-0.3416
29-Jul-19,18:59:59,-0.302
29-Jul-19,19:59:59,-0.1817
29-Jul-19,20:59:59,-0.008
29-Jul-19,21:59:59,0.1762
29-Jul-19,22:59:59,0.3214
29-Jul-19,23:59:59,0.3863
30-Jul-19,0:59:59,0.3504
30-Jul-19,1:59:59,0.2213
30-Jul-19,2:59:59,0.0322
30-Jul-19,3:59:59,-0.1691
30-Jul-19,4:59:59,-0.3334
30-Jul-19,5:59:59,-0.4217
30-Jul-19,6:59:59,-0.4123
30-Jul-19,7:59:59,-0.3053
30-Jul-19,8:59:59,-0.123
30-Jul-19,9:59:59,0.0925
30-Jul-19,10:59:59,0.2877
30-Jul-19,11:59:59,0.4117
30-Jul-19,12:59:59,0.4311
30-Jul-19,13:59:59,0.3412
30-Jul-19,14:59:59,0.1672
30-Jul-19,15:59:59,-0.0445
30-Jul-19,16:59:59,-0.24
30-Jul-19,17:59:59,-0.3717
30-Jul-19,18:59:59,-0.4081
30-Jul-19,19:59:59,-0.3402
30-Jul-19,20:59:59,-0.1828
30-Jul-19,21:59:59,0.0268
30-Jul-19,22:59:59,0.2351
30-Jul-19,23:59:59,0.3861
31-Jul-19,0:59:59,0.4367
31-Jul-19,1:59:59,0.3707
31-Jul-19,2:59:59,0.2044
31-Jul-19,3:59:59,-0.0189
31-Jul-19,4:59:59,-0.242
31-Jul-19,5:59:59,-0.4098
31-Jul-19,6:59:59,-0.4816
31-Jul-19,7:59:59,-0.4391
31-Jul-19,8:59:59,-0.2898
31-Jul-19,9:59:59,-0.0667
31-Jul-19,10:59:59,0.1774
31-Jul-19,11:59:59,0.3813
31-Jul-19,12:59:59,0.4914
31-Jul-19,13:59:59,0.4784
31-Jul-19,14:59:59,0.3459
31-Jul-19,15:59:59,0.1301
31-Jul-19,16:59:59,-0.1125
31-Jul-19,17:59:59,-0.3209
31-Jul-19,18:59:59,-0.4449
31-Jul-19,19:59:59,-0.4557
31-Jul-19,20:59:59,-0.351
31-Jul-19,21:59:59,-0.1555
31-Jul-19,22:59:59,0.0826
31-Jul-19,23:59:59,0.302
1-Aug-19,0:59:59,0.4432
1-Aug-19,1:59:59,0.4658
1-Aug-19,2:59:59,0.3619
1-Aug-19,3:59:59,0.1585
1-Aug-19,4:59:59,-0.0909
1-Aug-19,5:59:59,-0.322
1-Aug-19,6:59:59,-0.4772
1-Aug-19,7:59:59,-0.5184
1-Aug-19,8:59:59,-0.4343
1-Aug-19,9:59:59,-0.2426
1-Aug-19,10:59:59,0.0131
1-Aug-19,11:59:59,0.2713
1-Aug-19,12:59:59,0.4668
1-Aug-19,13:59:59,0.5481
1-Aug-19,14:59:59,0.4934
1-Aug-19,15:59:59,0.3176
1-Aug-19,16:59:59,0.0677
1-Aug-19,17:59:59,-0.1916
1-Aug-19,18:59:59,-0.396
1-Aug-19,19:59:59,-0.4973
1-Aug-19,20:59:59,-0.4731
1-Aug-19,21:59:59,-0.3304
1-Aug-19,22:59:59,-0.1043
1-Aug-19,23:59:59,0.1486
2-Aug-19,0:59:59,0.3624
2-Aug-19,1:59:59,0.4788
2-Aug-19,2:59:59,0.4646
2-Aug-19,3:59:59,0.3223
2-Aug-19,4:59:59,0.0896
2-Aug-19,5:59:59,-0.1715
2-Aug-19,6:59:59,-0.3936
2-Aug-19,7:59:59,-0.5211
2-Aug-19,8:59:59,-0.5227
2-Aug-19,9:59:59,-0.3965
2-Aug-19,10:59:59,-0.1706
2-Aug-19,11:59:59,0.1028
2-Aug-19,12:59:59,0.3572
2-Aug-19,13:59:59,0.5281
2-Aug-19,14:59:59,0.5705
2-Aug-19,15:59:59,0.4728
2-Aug-19,16:59:59,0.2615
2-Aug-19,17:59:59,-0.0077
2-Aug-19,18:59:59,-0.2658
2-Aug-19,19:59:59,-0.45
2-Aug-19,20:59:59,-0.5182
2-Aug-19,21:59:59,-0.4569
2-Aug-19,22:59:59,-0.283
2-Aug-19,23:59:59,-0.0401
3-Aug-19,0:59:59,0.2103
3-Aug-19,1:59:59,0.4026
3-Aug-19,2:59:59,0.4842
3-Aug-19,3:59:59,0.4315
3-Aug-19,4:59:59,0.2581
3-Aug-19,5:59:59,0.0107
3-Aug-19,6:59:59,-0.2446
3-Aug-19,7:59:59,-0.4419
3-Aug-19,8:59:59,-0.532
3-Aug-19,9:59:59,-0.4926
3-Aug-19,10:59:59,-0.3322
3-Aug-19,11:59:59,-0.087
3-Aug-19,12:59:59,0.1856
3-Aug-19,13:59:59,0.419
3-Aug-19,14:59:59,0.554
3-Aug-19,15:59:59,0.555
3-Aug-19,16:59:59,0.4215
3-Aug-19,17:59:59,0.1894
3-Aug-19,18:59:59,-0.0806
3-Aug-19,19:59:59,-0.3201
3-Aug-19,20:59:59,-0.4724
3-Aug-19,21:59:59,-0.5041
3-Aug-19,22:59:59,-0.4117
3-Aug-19,23:59:59,-0.2201
4-Aug-19,0:59:59,0.0224
4-Aug-19,1:59:59,0.254
4-Aug-19,2:59:59,0.4137
4-Aug-19,3:59:59,0.4577
4-Aug-19,4:59:59,0.3731
4-Aug-19,5:59:59,0.1825
4-Aug-19,6:59:59,-0.062
4-Aug-19,7:59:59,-0.2952
4-Aug-19,8:59:59,-0.457
4-Aug-19,9:59:59,-0.5074
4-Aug-19,10:59:59,-0.4344
4-Aug-19,11:59:59,-0.2544
4-Aug-19,12:59:59,-0.0086
4-Aug-19,13:59:59,0.2454
4-Aug-19,14:59:59,0.4456
4-Aug-19,15:59:59,0.5411
4-Aug-19,16:59:59,0.5066
4-Aug-19,17:59:59,0.3514
4-Aug-19,18:59:59,0.1169
4-Aug-19,19:59:59,-0.1359
4-Aug-19,20:59:59,-0.3443
4-Aug-19,21:59:59,-0.4602
4-Aug-19,22:59:59,-0.4604
4-Aug-19,23:59:59,-0.3493
5-Aug-19,0:59:59,-0.1567
5-Aug-19,1:59:59,0.069
5-Aug-19,2:59:59,0.2703
5-Aug-19,3:59:59,0.394
5-Aug-19,4:59:59,0.406
5-Aug-19,5:59:59,0.3026
5-Aug-19,6:59:59,0.1121
5-Aug-19,7:59:59,-0.1131
5-Aug-19,8:59:59,-0.3129
5-Aug-19,9:59:59,-0.4364
5-Aug-19,10:59:59,-0.4537
5-Aug-19,11:59:59,-0.3611
5-Aug-19,12:59:59,-0.1798
5-Aug-19,13:59:59,0.0488
5-Aug-19,14:59:59,0.2715
5-Aug-19,15:59:59,0.4339
5-Aug-19,16:59:59,0.4947
5-Aug-19,17:59:59,0.4378
5-Aug-19,18:59:59,0.2785
5-Aug-19,19:59:59,0.0592
5-Aug-19,20:59:59,-0.1636
5-Aug-19,21:59:59,-0.3357
5-Aug-19,22:59:59,-0.4192
5-Aug-19,23:59:59,-0.3994
6-Aug-19,0:59:59,-0.2856
6-Aug-19,1:59:59,-0.1076
6-Aug-19,2:59:59,0.0901
6-Aug-19,3:59:59,0.2572
6-Aug-19,4:59:59,0.3498
6-Aug-19,5:59:59,0.3422
6-Aug-19,6:59:59,0.2365
6-Aug-19,7:59:59,0.0624
6-Aug-19,8:59:59,-0.1322
6-Aug-19,9:59:59,-0.2953
6-Aug-19,10:59:59,-0.3862
6-Aug-19,11:59:59,-0.3838
6-Aug-19,12:59:59,-0.2893
6-Aug-19,13:59:59,-0.1241
6-Aug-19,14:59:59,0.0747
6-Aug-19,15:59:59,0.2611
6-Aug-19,16:59:59,0.3898
6-Aug-19,17:59:59,0.4277
6-Aug-19,18:59:59,0.3649
6-Aug-19,19:59:59,0.2183
6-Aug-19,20:59:59,0.0268
6-Aug-19,21:59:59,-0.1608
6-Aug-19,22:59:59,-0.3001
6-Aug-19,23:59:59,-0.3622
7-Aug-19,0:59:59,-0.3374
7-Aug-19,1:59:59,-0.2358
7-Aug-19,2:59:59,-0.0831
7-Aug-19,3:59:59,0.0831
7-Aug-19,4:59:59,0.221
7-Aug-19,5:59:59,0.2942
7-Aug-19,6:59:59,0.2829
7-Aug-19,7:59:59,0.1905
7-Aug-19,8:59:59,0.0437
7-Aug-19,9:59:59,-0.1168
7-Aug-19,10:59:59,-0.2487
7-Aug-19,11:59:59,-0.3198
7-Aug-19,12:59:59,-0.3145
7-Aug-19,13:59:59,-0.2347
7-Aug-19,14:59:59,-0.0976
7-Aug-19,15:59:59,0.0667
7-Aug-19,16:59:59,0.2207
7-Aug-19,17:59:59,0.3267
7-Aug-19,18:59:59,0.3573
7-Aug-19,19:59:59,0.3042
7-Aug-19,20:59:59,0.1819
7-Aug-19,21:59:59,0.0227
7-Aug-19,22:59:59,-0.1333
7-Aug-19,23:59:59,-0.2506
8-Aug-19,0:59:59,-0.3057
8-Aug-19,1:59:59,-0.2903
8-Aug-19,2:59:59,-0.2107
8-Aug-19,3:59:59,-0.0861
8-Aug-19,4:59:59,0.0538
8-Aug-19,5:59:59,0.1743
8-Aug-19,6:59:59,0.2437
8-Aug-19,7:59:59,0.2434
8-Aug-19,8:59:59,0.1747
8-Aug-19,9:59:59,0.0581
8-Aug-19,10:59:59,-0.0737
8-Aug-19,11:59:59,-0.1867
8-Aug-19,12:59:59,-0.2544
8-Aug-19,13:59:59,-0.262
8-Aug-19,14:59:59,-0.208
8-Aug-19,15:59:59,-0.1029
8-Aug-19,16:59:59,0.0313
8-Aug-19,17:59:59,0.164
8-Aug-19,18:59:59,0.2624
8-Aug-19,19:59:59,0.3003
8-Aug-19,20:59:59,0.2673
8-Aug-19,21:59:59,0.1727
8-Aug-19,22:59:59,0.0415
8-Aug-19,23:59:59,-0.094
9-Aug-19,0:59:59,-0.2037
9-Aug-19,1:59:59,-0.2657
9-Aug-19,2:59:59,-0.2688
9-Aug-19,3:59:59,-0.2132
9-Aug-19,4:59:59,-0.1108
9-Aug-19,5:59:59,0.0151
9-Aug-19,6:59:59,0.1334
9-Aug-19,7:59:59,0.2133
9-Aug-19,8:59:59,0.2337
9-Aug-19,9:59:59,0.1909
9-Aug-19,10:59:59,0.0987
9-Aug-19,11:59:59,-0.0171
9-Aug-19,12:59:59,-0.1273
9-Aug-19,13:59:59,-0.2065
9-Aug-19,14:59:59,-0.2374
9-Aug-19,15:59:59,-0.2121
9-Aug-19,16:59:59,-0.1336
9-Aug-19,17:59:59,-0.0177
9-Aug-19,18:59:59,0.109
9-Aug-19,19:59:59,0.2138
9-Aug-19,20:59:59,0.2685
9-Aug-19,21:59:59,0.2581
9-Aug-19,22:59:59,0.1858
9-Aug-19,23:59:59,0.0708
10-Aug-19,0:59:59,-0.0592
10-Aug-19,1:59:59,-0.1752
10-Aug-19,2:59:59,-0.253
10-Aug-19,3:59:59,-0.276
10-Aug-19,4:59:59,-0.2376
10-Aug-19,5:59:59,-0.1444
10-Aug-19,6:59:59,-0.0169
10-Aug-19,7:59:59,0.1136
10-Aug-19,8:59:59,0.2129
10-Aug-19,9:59:59,0.2555
10-Aug-19,10:59:59,0.2318
10-Aug-19,11:59:59,0.1508
10-Aug-19,12:59:59,0.0349
10-Aug-19,13:59:59,-0.0874
10-Aug-19,14:59:59,-0.188
10-Aug-19,15:59:59,-0.244
10-Aug-19,16:59:59,-0.2408
10-Aug-19,17:59:59,-0.1759
10-Aug-19,18:59:59,-0.0623
10-Aug-19,19:59:59,0.0727
10-Aug-19,20:59:59,0.1933
10-Aug-19,21:59:59,0.2663
10-Aug-19,22:59:59,0.2719
10-Aug-19,23:59:59,0.209
11-Aug-19,0:59:59,0.0944
11-Aug-19,1:59:59,-0.0444
11-Aug-19,2:59:59,-0.1756
11-Aug-19,3:59:59,-0.2702
11-Aug-19,4:59:59,-0.3057
11-Aug-19,5:59:59,-0.2709
11-Aug-19,6:59:59,-0.1705
11-Aug-19,7:59:59,-0.0267
11-Aug-19,8:59:59,0.1247
11-Aug-19,9:59:59,0.2443
11-Aug-19,10:59:59,0.3012
11-Aug-19,11:59:59,0.2827
11-Aug-19,12:59:59,0.196
11-Aug-19,13:59:59,0.0648
11-Aug-19,14:59:59,-0.0792
11-Aug-19,15:59:59,-0.2024
11-Aug-19,16:59:59,-0.2759
11-Aug-19,17:59:59,-0.2806
11-Aug-19,18:59:59,-0.2123
11-Aug-19,19:59:59,-0.0856
11-Aug-19,20:59:59,0.0672
11-Aug-19,21:59:59,0.2048
11-Aug-19,22:59:59,0.2888
11-Aug-19,23:59:59,0.2965
12-Aug-19,0:59:59,0.2264
12-Aug-19,1:59:59,0.097
12-Aug-19,2:59:59,-0.0597
12-Aug-19,3:59:59,-0.2073
12-Aug-19,4:59:59,-0.3109
12-Aug-19,5:59:59,-0.3445
12-Aug-19,6:59:59,-0.2961
12-Aug-19,7:59:59,-0.1734
12-Aug-19,8:59:59,-0.0043
12-Aug-19,9:59:59,0.1684
12-Aug-19,10:59:59,0.2998
12-Aug-19,11:59:59,0.3561
12-Aug-19,12:59:59,0.3249
12-Aug-19,13:59:59,0.2167
12-Aug-19,14:59:59,0.0603
12-Aug-19,15:59:59,-0.1063
12-Aug-19,16:59:59,-0.2441
12-Aug-19,17:59:59,-0.3201
12-Aug-19,18:59:59,-0.3144
12-Aug-19,19:59:59,-0.2261
12-Aug-19,20:59:59,-0.0761
12-Aug-19,21:59:59,0.0961
12-Aug-19,22:59:59,0.243
12-Aug-19,23:59:59,0.3235
13-Aug-19,0:59:59,0.3157
13-Aug-19,1:59:59,0.2226
13-Aug-19,2:59:59,0.0689
13-Aug-19,3:59:59,-0.1072
13-Aug-19,4:59:59,-0.2631
13-Aug-19,5:59:59,-0.3611
13-Aug-19,6:59:59,-0.3751
13-Aug-19,7:59:59,-0.2972
13-Aug-19,8:59:59,-0.1426
13-Aug-19,9:59:59,0.0522
13-Aug-19,10:59:59,0.2374
13-Aug-19,11:59:59,0.3647
13-Aug-19,12:59:59,0.4016
13-Aug-19,13:59:59,0.3409
13-Aug-19,14:59:59,0.2008
13-Aug-19,15:59:59,0.0179
13-Aug-19,16:59:59,-0.1632
13-Aug-19,17:59:59,-0.2998
13-Aug-19,18:59:59,-0.3592
13-Aug-19,19:59:59,-0.3257
13-Aug-19,20:59:59,-0.2062
13-Aug-19,21:59:59,-0.0307
13-Aug-19,22:59:59,0.1534
13-Aug-19,23:59:59,0.2948
14-Aug-19,0:59:59,0.3537
14-Aug-19,1:59:59,0.3142
14-Aug-19,2:59:59,0.1878
14-Aug-19,3:59:59,0.0081
14-Aug-19,4:59:59,-0.1795
14-Aug-19,5:59:59,-0.3289
14-Aug-19,6:59:59,-0.4031
14-Aug-19,7:59:59,-0.381
14-Aug-19,8:59:59,-0.2636
14-Aug-19,9:59:59,-0.0763
14-Aug-19,10:59:59,0.1354
14-Aug-19,11:59:59,0.3169
14-Aug-19,12:59:59,0.4206
14-Aug-19,13:59:59,0.4204
14-Aug-19,14:59:59,0.3191
14-Aug-19,15:59:59,0.1453
14-Aug-19,16:59:59,-0.0562
14-Aug-19,17:59:59,-0.2362
14-Aug-19,18:59:59,-0.3523
14-Aug-19,19:59:59,-0.377
14-Aug-19,20:59:59,-0.3037
14-Aug-19,21:59:59,-0.1501
14-Aug-19,22:59:59,0.044
14-Aug-19,23:59:59,0.2254
15-Aug-19,0:59:59,0.3431
15-Aug-19,1:59:59,0.3637
15-Aug-19,2:59:59,0.2817
15-Aug-19,3:59:59,0.1202
15-Aug-19,4:59:59,-0.0778
15-Aug-19,5:59:59,-0.2619
15-Aug-19,6:59:59,-0.3865
15-Aug-19,7:59:59,-0.4201
15-Aug-19,8:59:59,-0.3513
15-Aug-19,9:59:59,-0.1931
15-Aug-19,10:59:59,0.0184
15-Aug-19,11:59:59,0.2306
15-Aug-19,12:59:59,0.3884
15-Aug-19,13:59:59,0.4502
15-Aug-19,14:59:59,0.4012
15-Aug-19,15:59:59,0.2569
15-Aug-19,16:59:59,0.0568
15-Aug-19,17:59:59,-0.1477
15-Aug-19,18:59:59,-0.3073
15-Aug-19,19:59:59,-0.3848
15-Aug-19,20:59:59,-0.3625
15-Aug-19,21:59:59,-0.246
15-Aug-19,22:59:59,-0.0647
15-Aug-19,23:59:59,0.1336
16-Aug-19,0:59:59,0.2942
16-Aug-19,1:59:59,0.3713
16-Aug-19,2:59:59,0.3426
16-Aug-19,3:59:59,0.2163
16-Aug-19,4:59:59,0.0273
16-Aug-19,5:59:59,-0.174
16-Aug-19,6:59:59,-0.3362
16-Aug-19,7:59:59,-0.419
16-Aug-19,8:59:59,-0.4011
16-Aug-19,9:59:59,-0.2841
16-Aug-19,10:59:59,-0.0932
16-Aug-19,11:59:59,0.1263
16-Aug-19,12:59:59,0.3191
16-Aug-19,13:59:59,0.4347
16-Aug-19,14:59:59,0.4425
16-Aug-19,15:59:59,0.3418
16-Aug-19,16:59:59,0.1617
16-Aug-19,17:59:59,-0.0495
16-Aug-19,18:59:59,-0.2381
16-Aug-19,19:59:59,-0.3592
16-Aug-19,20:59:59,-0.3858
16-Aug-19,21:59:59,-0.3131
16-Aug-19,22:59:59,-0.1597
16-Aug-19,23:59:59,0.0351
17-Aug-19,0:59:59,0.2197
17-Aug-19,1:59:59,0.3426
17-Aug-19,2:59:59,0.3681
17-Aug-19,3:59:59,0.2883
17-Aug-19,4:59:59,0.1252
17-Aug-19,5:59:59,-0.0762
17-Aug-19,6:59:59,-0.2621
17-Aug-19,7:59:59,-0.3854
17-Aug-19,8:59:59,-0.4155
17-Aug-19,9:59:59,-0.3443
17-Aug-19,10:59:59,-0.1869
17-Aug-19,11:59:59,0.0207
17-Aug-19,12:59:59,0.2285
17-Aug-19,13:59:59,0.3835
17-Aug-19,14:59:59,0.4446
17-Aug-19,15:59:59,0.3953
17-Aug-19,16:59:59,0.2501
17-Aug-19,17:59:59,0.0491
17-Aug-19,18:59:59,-0.1542
17-Aug-19,19:59:59,-0.3091
17-Aug-19,20:59:59,-0.3799
17-Aug-19,21:59:59,-0.3524
17-Aug-19,22:59:59,-0.2357
17-Aug-19,23:59:59,-0.0596
18-Aug-19,0:59:59,0.1308
18-Aug-19,1:59:59,0.2848
18-Aug-19,2:59:59,0.359
18-Aug-19,3:59:59,0.331
18-Aug-19,4:59:59,0.2077
18-Aug-19,5:59:59,0.0231
18-Aug-19,6:59:59,-0.1717
18-Aug-19,7:59:59,-0.3252
18-Aug-19,8:59:59,-0.3985
18-Aug-19,9:59:59,-0.3741
18-Aug-19,10:59:59,-0.2577
18-Aug-19,11:59:59,-0.0757
18-Aug-19,12:59:59,0.1292
18-Aug-19,13:59:59,0.3071
18-Aug-19,14:59:59,0.4121
18-Aug-19,15:59:59,0.4158
18-Aug-19,16:59:59,0.3166
18-Aug-19,17:59:59,0.1419
18-Aug-19,18:59:59,-0.0609
18-Aug-19,19:59:59,-0.2386
18-Aug-19,20:59:59,-0.3481
18-Aug-19,21:59:59,-0.3657
18-Aug-19,22:59:59,-0.2911
18-Aug-19,23:59:59,-0.1449
19-Aug-19,0:59:59,0.0357
19-Aug-19,1:59:59,0.2048
19-Aug-19,2:59:59,0.3172
19-Aug-19,3:59:59,0.3407
19-Aug-19,4:59:59,0.2671
19-Aug-19,5:59:59,0.1157
19-Aug-19,6:59:59,-0.0712
19-Aug-19,7:59:59,-0.2423
19-Aug-19,8:59:59,-0.3522
19-Aug-19,9:59:59,-0.3739
19-Aug-19,10:59:59,-0.3032
19-Aug-19,11:59:59,-0.1573
19-Aug-19,12:59:59,0.0297
19-Aug-19,13:59:59,0.2138
19-Aug-19,14:59:59,0.3498
19-Aug-19,15:59:59,0.4023
19-Aug-19,16:59:59,0.3559
19-Aug-19,17:59:59,0.2223
19-Aug-19,18:59:59,0.0373
19-Aug-19,19:59:59,-0.1493
19-Aug-19,20:59:59,-0.2897
19-Aug-19,21:59:59,-0.3512
19-Aug-19,22:59:59,-0.323
19-Aug-19,23:59:59,-0.2162
20-Aug-19,0:59:59,-0.0591
20-Aug-19,1:59:59,0.109
20-Aug-19,2:59:59,0.2456
20-Aug-19,3:59:59,0.3143
20-Aug-19,4:59:59,0.295
20-Aug-19,5:59:59,0.1912
20-Aug-19,6:59:59,0.031
20-Aug-19,7:59:59,-0.1407
20-Aug-19,8:59:59,-0.2768
20-Aug-19,9:59:59,-0.3416
20-Aug-19,10:59:59,-0.32
20-Aug-19,11:59:59,-0.219
20-Aug-19,12:59:59,-0.0634
20-Aug-19,13:59:59,0.1105
20-Aug-19,14:59:59,0.262
20-Aug-19,15:59:59,0.3538
20-Aug-19,16:59:59,0.3612
20-Aug-19,17:59:59,0.2806
20-Aug-19,18:59:59,0.1322
20-Aug-19,19:59:59,-0.0446
20-Aug-19,20:59:59,-0.2029
20-Aug-19,21:59:59,-0.3034
20-Aug-19,22:59:59,-0.3244
20-Aug-19,23:59:59,-0.2657
21-Aug-19,0:59:59,-0.1457
21-Aug-19,1:59:59,0.0047
21-Aug-19,2:59:59,0.1487
21-Aug-19,3:59:59,0.2507
21-Aug-19,4:59:59,0.2835
21-Aug-19,5:59:59,0.2368
21-Aug-19,6:59:59,0.1221
21-Aug-19,7:59:59,-0.029
21-Aug-19,8:59:59,-0.1742
21-Aug-19,9:59:59,-0.2735
21-Aug-19,10:59:59,-0.3015
21-Aug-19,11:59:59,-0.253
21-Aug-19,12:59:59,-0.1418
21-Aug-19,13:59:59,0.0051
21-Aug-19,14:59:59,0.1541
21-Aug-19,15:59:59,0.2705
21-Aug-19,16:59:59,0.3258
21-Aug-19,17:59:59,0.3042
21-Aug-19,18:59:59,0.2094
21-Aug-19,19:59:59,0.0649
21-Aug-19,20:59:59,-0.0911
21-Aug-19,21:59:59,-0.2182
21-Aug-19,22:59:59,-0.286
21-Aug-19,23:59:59,-0.2819
22-Aug-19,0:59:59,-0.212
22-Aug-19,1:59:59,-0.0967
22-Aug-19,2:59:59,0.0353
22-Aug-19,3:59:59,0.1529
22-Aug-19,4:59:59,0.2277
22-Aug-19,5:59:59,0.2399
22-Aug-19,6:59:59,0.1852
22-Aug-19,7:59:59,0.0775
22-Aug-19,8:59:59,-0.0531
22-Aug-19,9:59:59,-0.1697
22-Aug-19,10:59:59,-0.2405
22-Aug-19,11:59:59,-0.2482
22-Aug-19,12:59:59,-0.1931
22-Aug-19,13:59:59,-0.0904
22-Aug-19,14:59:59,0.0357
22-Aug-19,15:59:59,0.157
22-Aug-19,16:59:59,0.2461
22-Aug-19,17:59:59,0.2808
22-Aug-19,18:59:59,0.2504
22-Aug-19,19:59:59,0.1602
22-Aug-19,20:59:59,0.0327
22-Aug-19,21:59:59,-0.0991
22-Aug-19,22:59:59,-0.2018
22-Aug-19,23:59:59,-0.2519
23-Aug-19,0:59:59,-0.2419
23-Aug-19,1:59:59,-0.1788
23-Aug-19,2:59:59,-0.0801
23-Aug-19,3:59:59,0.0309
23-Aug-19,4:59:59,0.1294
23-Aug-19,5:59:59,0.1922
23-Aug-19,6:59:59,0.2029
23-Aug-19,7:59:59,0.1577
23-Aug-19,8:59:59,0.0686
23-Aug-19,9:59:59,-0.0394
23-Aug-19,10:59:59,-0.1354
23-Aug-19,11:59:59,-0.194
23-Aug-19,12:59:59,-0.2016
23-Aug-19,13:59:59,-0.1588
23-Aug-19,14:59:59,-0.0771
23-Aug-19,15:59:59,0.0253
23-Aug-19,16:59:59,0.1266
23-Aug-19,17:59:59,0.2041
23-Aug-19,18:59:59,0.2381
23-Aug-19,19:59:59,0.2175
23-Aug-19,20:59:59,0.145
23-Aug-19,21:59:59,0.0381
23-Aug-19,22:59:59,-0.0758
23-Aug-19,23:59:59,-0.1686
24-Aug-19,0:59:59,-0.22
24-Aug-19,1:59:59,-0.2218
24-Aug-19,2:59:59,-0.1772
24-Aug-19,3:59:59,-0.0978
24-Aug-19,4:59:59,-0.0005
24-Aug-19,5:59:59,0.094
24-Aug-19,6:59:59,0.1635
24-Aug-19,7:59:59,0.1901
24-Aug-19,8:59:59,0.1658
24-Aug-19,9:59:59,0.0972
24-Aug-19,10:59:59,0.0041
24-Aug-19,11:59:59,-0.0874
24-Aug-19,12:59:59,-0.1537
24-Aug-19,13:59:59,-0.18
24-Aug-19,14:59:59,-0.1619
24-Aug-19,15:59:59,-0.1041
24-Aug-19,16:59:59,-0.0182
24-Aug-19,17:59:59,0.0783
24-Aug-19,18:59:59,0.1636
24-Aug-19,19:59:59,0.2152
24-Aug-19,20:59:59,0.217
24-Aug-19,21:59:59,0.1657
24-Aug-19,22:59:59,0.0732
24-Aug-19,23:59:59,-0.0369
25-Aug-19,0:59:59,-0.138
25-Aug-19,1:59:59,-0.2077
25-Aug-19,2:59:59,-0.2327
25-Aug-19,3:59:59,-0.2091
25-Aug-19,4:59:59,-0.1416
25-Aug-19,5:59:59,-0.043
25-Aug-19,6:59:59,0.0659
25-Aug-19,7:59:59,0.1592
25-Aug-19,8:59:59,0.2125
25-Aug-19,9:59:59,0.2108
25-Aug-19,10:59:59,0.1549
25-Aug-19,11:59:59,0.0609
25-Aug-19,12:59:59,-0.0456
25-Aug-19,13:59:59,-0.1378
25-Aug-19,14:59:59,-0.1947
25-Aug-19,15:59:59,-0.2041
25-Aug-19,16:59:59,-0.1631
25-Aug-19,17:59:59,-0.0786
25-Aug-19,18:59:59,0.0322
25-Aug-19,19:59:59,0.1429
25-Aug-19,20:59:59,0.2239
25-Aug-19,21:59:59,0.2509
25-Aug-19,22:59:59,0.2143
25-Aug-19,23:59:59,0.1221
